client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	whisper_transcript	norm_text	norm_whisper	Insertions	Original Word	Replacement	Deletions	Insertion_POS	Original_Word_POS	Deletion_POS	wer_score	Errors	Reference_Length	jw_score	run
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9	common_voice_de_37200806.mp3	Kaas wurde in Polen geboren.	2	0	fourties	male	Deutschland Deutsch	de	 Kars wurde in Polen geboren.	kaas wurde in polen geboren	kars wurde in polen geboren		kaas	kars			ADV		0.2	1.0	5	0.9802468946290265	model_m
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_36979516.mp3	"Was macht ""normale religiöse Aktivitäten"" aus?"	6	0	fifties	male	Bundesdeutsch, Hochdeutsch,Deutschland Deutsch,Nordrhein-Westfalen	de	 Was macht normale religiöse Aktivitäten aus?	was macht normale religiöse aktivitäten aus	was macht normale religiöse aktivitäten aus								0.0	0.0	6	1.0	model_m
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_36893955.mp3	Stock des Gebäudes.	6	0	fifties	male	Bundesdeutsch, Hochdeutsch,Deutschland Deutsch,Nordrhein-Westfalen	de	 Stock des Gebäudes.	stock des gebäudes	stock des gebäudes								0.0	0.0	3	1.0	model_m
2f5f6e8f785f69ee068b771a0e2529289463a8d1e6fd19ac482ec49e90eb4ebf196e4a10ab105534e8b305d3955ee552ac50ff9d95d3bd0e9657fc9e56d81528	common_voice_de_37017387.mp3	Bersaglieri-Regiments bei.	2	0				de	 Versaglieri, Regiment 2	bersaglieriregiments bei	versaglieri regiment zwei	zwei	bei, bersaglieriregiments	regiment, versaglieri		NUM	ADP, NOUN		1.5	3.0	2	0.9035138423859127	model_m
b735bd751f9b84ed35afbfc16087ed904479834e32f063601b0ce02860dd4cc3795e34827198d3db8db31964656b604aeb449e8b7f4bc698e9d464a9ea559801	common_voice_de_36844784.mp3	Sie war Vorstandsmitglied verschiedener nationaler und internationaler Gremien und beriet internationale Organisationen.	2	0				de	 Sie war Vorstandsmitglied verschiedener nationaler und internationaler Gremien und beriet internationale Organisationen.	sie war vorstandsmitglied verschiedener nationaler und internationaler gremien und beriet internationale organisationen	sie war vorstandsmitglied verschiedener nationaler und internationaler gremien und beriet internationale organisationen								0.0	0.0	12	1.0	model_m
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9	common_voice_de_37267452.mp3	Eigentlich sollten sie in erster Linie für die Betrugsbekämpfung verwendet werden.	2	0	fourties	male	Deutschland Deutsch	de	 Eigentlich sollten sie in erster Linie für die Betrugsbekämpfung verwendet werden.	eigentlich sollten sie in erster linie für die betrugsbekämpfung verwendet werden	eigentlich sollten sie in erster linie für die betrugsbekämpfung verwendet werden								0.0	0.0	11	1.0	model_m
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9	common_voice_de_37265339.mp3	Früher oder später wird man jedoch auf die Völker hören müssen.	2	0	fourties	male	Deutschland Deutsch	de	 Früher oder später wird man jedoch auf die Völker hören müssen.	früher oder später wird man jedoch auf die völker hören müssen	früher oder später wird man jedoch auf die völker hören müssen								0.0	0.0	11	1.0	model_m
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_36858871.mp3	In den letzten Jahren des Personenverkehrs fuhren Schienenbusse.	6	0	fifties	male	Bundesdeutsch, Hochdeutsch,Deutschland Deutsch,Nordrhein-Westfalen	de	 In den letzten Jahren des Personenverkehrs fuhren Schienenbusse.	in den letzten jahren des personenverkehrs fuhren schienenbusse	in den letzten jahren des personenverkehrs fuhren schienenbusse								0.0	0.0	8	1.0	model_m
853d72391fef60049ee139a1e170b719bd0d9b8d4d13ebcd50a8a1e05303c73a1129284a7460e29bf4e30a19659e3d6ca4ef9eeaeec9336653e646c5c4fc0e7e	common_voice_de_37112722.mp3	Mehrere deutsche Hochschulen bieten Mediendesign als grundständigen, wie auch als weiterführenden Studiengang an.	2	0	thirties	male	Deutschland Deutsch	de	 Mehrere deutsche Hochschulen bieten Mediendesign als grundständigen, wie auch als weiterführenden Studiengang an.	mehrere deutsche hochschulen bieten mediendesign als grundständigen wie auch als weiterführenden studiengang an	mehrere deutsche hochschulen bieten mediendesign als grundständigen wie auch als weiterführenden studiengang an								0.0	0.0	13	1.0	model_m
e90099c818d49d88e851146445fb62f8ff45d3a9ec4dc182d513c138efd78b823b252164bca57817d0cfe40fd9a76664778aa42212e9574ff45387f0dff90568	common_voice_de_36849367.mp3	Inspektion der Telegraphen-Truppen.	4	0	thirties	male	Deutschland Deutsch	de	 Inspektion der Telegrafen-Truppen	inspektion der telegraphentruppen	inspektion der telegrafentruppen		telegraphentruppen	telegrafentruppen			VERB		0.3333333333333333	1.0	3	0.9812350126771751	model_l
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9	common_voice_de_37200806.mp3	Kaas wurde in Polen geboren.	2	0	fourties	male	Deutschland Deutsch	de	 Kas wurde in Polen geboren.	kaas wurde in polen geboren	kas wurde in polen geboren		kaas	kas			ADV		0.2	1.0	5	0.9901234567901234	model_l
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_36979516.mp3	"Was macht ""normale religiöse Aktivitäten"" aus?"	6	0	fifties	male	Bundesdeutsch, Hochdeutsch,Deutschland Deutsch,Nordrhein-Westfalen	de	 Was macht normale religiöse Aktivitäten aus?	was macht normale religiöse aktivitäten aus	was macht normale religiöse aktivitäten aus								0.0	0.0	6	1.0	model_l
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_36893955.mp3	Stock des Gebäudes.	6	0	fifties	male	Bundesdeutsch, Hochdeutsch,Deutschland Deutsch,Nordrhein-Westfalen	de	 Stock des Gebäudes	stock des gebäudes	stock des gebäudes								0.0	0.0	3	1.0	model_l
2f5f6e8f785f69ee068b771a0e2529289463a8d1e6fd19ac482ec49e90eb4ebf196e4a10ab105534e8b305d3955ee552ac50ff9d95d3bd0e9657fc9e56d81528	common_voice_de_37017387.mp3	Bersaglieri-Regiments bei.	2	0				de	 Versaglieri, Regiments 2	bersaglieriregiments bei	versaglieri regiments zwei	zwei	bei, bersaglieriregiments	regiments, versaglieri		NUM	ADP, NOUN		1.5	3.0	2	0.9190480810964209	model_l
b735bd751f9b84ed35afbfc16087ed904479834e32f063601b0ce02860dd4cc3795e34827198d3db8db31964656b604aeb449e8b7f4bc698e9d464a9ea559801	common_voice_de_36844784.mp3	Sie war Vorstandsmitglied verschiedener nationaler und internationaler Gremien und beriet internationale Organisationen.	2	0				de	 Sie war Vorstandsmitglied verschiedener nationaler und internationaler Gremien und beriet internationale Organisationen.	sie war vorstandsmitglied verschiedener nationaler und internationaler gremien und beriet internationale organisationen	sie war vorstandsmitglied verschiedener nationaler und internationaler gremien und beriet internationale organisationen								0.0	0.0	12	1.0	model_l
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9	common_voice_de_37267452.mp3	Eigentlich sollten sie in erster Linie für die Betrugsbekämpfung verwendet werden.	2	0	fourties	male	Deutschland Deutsch	de	 Eigentlich sollten sie in erster Linie für die Betrugsbekämpfung verwendet werden.	eigentlich sollten sie in erster linie für die betrugsbekämpfung verwendet werden	eigentlich sollten sie in erster linie für die betrugsbekämpfung verwendet werden								0.0	0.0	11	1.0	model_l
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9	common_voice_de_37265339.mp3	Früher oder später wird man jedoch auf die Völker hören müssen.	2	0	fourties	male	Deutschland Deutsch	de	 Früher oder später wird man jedoch auf die Völker hören müssen.	früher oder später wird man jedoch auf die völker hören müssen	früher oder später wird man jedoch auf die völker hören müssen								0.0	0.0	11	1.0	model_l
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_36858871.mp3	In den letzten Jahren des Personenverkehrs fuhren Schienenbusse.	6	0	fifties	male	Bundesdeutsch, Hochdeutsch,Deutschland Deutsch,Nordrhein-Westfalen	de	 In den letzten Jahren des Personenverkehrs fuhren Schienenbusse.	in den letzten jahren des personenverkehrs fuhren schienenbusse	in den letzten jahren des personenverkehrs fuhren schienenbusse								0.0	0.0	8	1.0	model_l
853d72391fef60049ee139a1e170b719bd0d9b8d4d13ebcd50a8a1e05303c73a1129284a7460e29bf4e30a19659e3d6ca4ef9eeaeec9336653e646c5c4fc0e7e	common_voice_de_37112722.mp3	Mehrere deutsche Hochschulen bieten Mediendesign als grundständigen, wie auch als weiterführenden Studiengang an.	2	0	thirties	male	Deutschland Deutsch	de	 Mehrere deutsche Hochschulen bieten Mediendesign als grundständigen wie auch als weiterführenden Studiengang an.	mehrere deutsche hochschulen bieten mediendesign als grundständigen wie auch als weiterführenden studiengang an	mehrere deutsche hochschulen bieten mediendesign als grundständigen wie auch als weiterführenden studiengang an								0.0	0.0	13	1.0	model_l
